,OrderID,Tanggal_Pesanan,Produk,Kategori,Wilayah,Jumlah,Harga_Satuan,Metode_Pembayaran,Diskon,Total_Penjualan,Bulan,Hari_Dalam_Seminggu,Jam_Pesanan
381,382,2025-01-29 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,4,1241763,Bank Transfer,0.0,4967052.0,2025-01,2,11
382,383,2025-03-24 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,3,391006,Debit Card,0.0,1173018.0,2025-03,0,9
383,384,2025-02-17 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,3,429350,Bank Transfer,0.0,1288050.0,2025-02,0,10
384,385,2025-05-30 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,1,3688725,Bank Transfer,0.0,3688725.0,2025-05,4,16
385,386,2025-03-01 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,4,1105878,Bank Transfer,0.0,4423512.0,2025-03,5,10
386,387,2025-05-02 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,3,1088768,Credit Card,0.0,3266304.0,2025-05,4,18
387,388,2025-05-27 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,4,606487,Debit Card,0.05,2304650.6,2025-05,1,12
388,389,2025-02-24 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,1,1078841,Debit Card,0.0,1078841.0,2025-02,0,9
389,390,2025-02-24 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,3,580618,Credit Card,0.0,1741854.0,2025-02,0,11
390,391,2025-03-24 16:47:34.301561,Smartwatch,Aksesoris,Jakarta,1,1726408,E-Wallet,0.05,1640087.5999999999,2025-03,0,19
391,392,2025-02-15 16:47:34.301561,Monitor Curved,Periferal,Surabaya,4,4939302,Bank Transfer,0.0,19757208.0,2025-02,5,20
392,393,2025-06-26 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,4,18452501,Debit Card,0.0,73810004.0,2025-06,3,14
393,394,2025-06-16 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,1,445232,Credit Card,0.05,422970.39999999997,2025-06,0,21
394,395,2025-03-08 16:47:34.301561,Keyboard Mekanik,Periferal,Denpasar,2,1657669,Bank Transfer,0.05,3149571.0999999996,2025-03,5,14
395,396,2025-01-12 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,3,1326657,E-Wallet,0.05,3780972.4499999997,2025-01,6,19
396,397,2025-02-20 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,4,4379904,E-Wallet,0.0,17519616.0,2025-02,3,10
397,398,2025-04-08 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,4,6849033,Bank Transfer,0.1,24656518.8,2025-04,1,12
398,399,2025-01-05 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,3,1361716,E-Wallet,0.05,3880890.5999999996,2025-01,6,8
399,400,2025-02-19 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,1,16437188,Debit Card,0.0,16437188.0,2025-02,2,17
400,401,2025-02-26 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,1,2056321,Debit Card,0.05,1953504.95,2025-02,2,17
401,402,2025-04-15 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,1,15538645,Debit Card,0.1,13984780.5,2025-04,1,17
402,403,2025-01-02 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,2,4571951,E-Wallet,0.0,9143902.0,2025-01,3,18
403,404,2025-04-10 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,2,1560248,Debit Card,0.0,3120496.0,2025-04,3,8
404,405,2025-01-03 16:47:34.301561,Monitor Curved,Periferal,Surabaya,4,6525121,Credit Card,0.15,22185411.4,2025-01,4,12
405,406,2025-04-16 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,1,8832801,Debit Card,0.05,8391160.95,2025-04,2,20
406,407,2025-04-23 16:47:34.301561,Smartphone Terbaru,Elektronik,Denpasar,3,5829455,Debit Card,0.0,17488365.0,2025-04,2,17
407,408,2025-04-01 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,4,21911855,E-Wallet,0.05,83265049.0,2025-04,1,16
408,409,2025-02-13 16:47:34.301561,Smartwatch,Aksesoris,Jakarta,3,1364690,Debit Card,0.0,4094070.0,2025-02,3,8
409,410,2025-04-06 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,4,21550091,Bank Transfer,0.0,86200364.0,2025-04,6,8
410,411,2025-02-21 16:47:34.301561,Headphone Wireless,Aksesoris,Makassar,2,1422647,Credit Card,0.0,2845294.0,2025-02,4,11
411,412,2025-06-14 16:47:34.301561,Keyboard Mekanik,Periferal,Denpasar,4,1497353,E-Wallet,0.1,5390470.8,2025-06,5,11
412,413,2025-02-18 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,2,21439522,Credit Card,0.1,38591139.6,2025-02,1,9
413,414,2025-05-21 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,4,1253695,Bank Transfer,0.0,5014780.0,2025-05,2,16
414,415,2025-01-10 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,1,590706,E-Wallet,0.0,590706.0,2025-01,4,21
415,416,2025-04-21 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,3,19818750,E-Wallet,0.0,59456250.0,2025-04,0,16
416,417,2025-05-01 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,1,1197232,Debit Card,0.15,1017647.2,2025-05,3,20
417,418,2025-04-13 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,4,1124255,Credit Card,0.15,3822467.0,2025-04,6,20
418,419,2025-06-04 16:47:34.301561,Keyboard Mekanik,Periferal,Denpasar,4,680852,Bank Transfer,0.05,2587237.6,2025-06,2,9
419,420,2025-05-24 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,4,968179,Bank Transfer,0.1,3485444.4,2025-05,5,21
420,421,2025-05-22 16:47:34.301561,Smartwatch,Aksesoris,Makassar,2,1088158,E-Wallet,0.05,2067500.2,2025-05,3,16
421,422,2025-04-27 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,3,833571,Debit Card,0.0,2500713.0,2025-04,6,13
422,423,2025-03-01 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,3,1265139,E-Wallet,0.0,3795417.0,2025-03,5,15
423,424,2025-01-16 16:47:34.301561,Monitor Curved,Periferal,Surabaya,4,3578638,E-Wallet,0.0,14314552.0,2025-01,3,17
424,425,2025-03-30 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,4,1490631,E-Wallet,0.05,5664397.8,2025-03,6,20
425,426,2025-02-24 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,2,2331342,E-Wallet,0.05,4429549.8,2025-02,0,20
426,427,2025-03-28 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,1,5901717,Bank Transfer,0.0,5901717.0,2025-03,4,11
427,428,2025-04-24 16:47:34.301561,Laptop Gaming,Elektronik,Makassar,1,21285939,Bank Transfer,0.1,19157345.1,2025-04,3,9
428,429,2025-02-28 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,3,21816525,E-Wallet,0.0,65449575.0,2025-02,4,9
429,430,2025-01-20 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,2,5211738,E-Wallet,0.0,10423476.0,2025-01,0,16
430,431,2025-05-04 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,4,8692796,Debit Card,0.05,33032624.799999997,2025-05,6,8
431,432,2025-05-14 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,3,689768,E-Wallet,0.05,1965838.7999999998,2025-05,2,19
432,433,2025-05-17 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,2,21822567,Bank Transfer,0.05,41462877.3,2025-05,5,14
433,434,2025-05-06 16:47:34.301561,Smartwatch,Aksesoris,Surabaya,1,2768185,Credit Card,0.0,2768185.0,2025-05,1,18
434,435,2025-02-24 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,2,22440449,Bank Transfer,0.0,44880898.0,2025-02,0,21
435,436,2025-04-29 16:47:34.301561,Keyboard Mekanik,Periferal,Denpasar,1,2126199,Debit Card,0.05,2019889.0499999998,2025-04,1,10
436,437,2024-12-29 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,2,675709,Bank Transfer,0.0,1351418.0,2024-12,6,10
437,438,2025-01-31 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,3,474023,Credit Card,0.0,1422069.0,2025-01,4,9
438,439,2025-04-03 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,1,1277611,E-Wallet,0.05,1213730.45,2025-04,3,21
439,440,2025-05-03 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,3,15443945,Credit Card,0.0,46331835.0,2025-05,5,17
440,441,2025-04-25 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,3,421253,E-Wallet,0.05,1200571.05,2025-04,4,13
441,442,2025-02-14 16:47:34.301561,Smartphone Terbaru,Elektronik,Denpasar,1,6603110,E-Wallet,0.1,5942799.0,2025-02,4,20
442,443,2025-03-27 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,1,1350162,Bank Transfer,0.0,1350162.0,2025-03,3,17
443,444,2025-04-24 16:47:34.301561,Laptop Gaming,Elektronik,Denpasar,4,16274634,Bank Transfer,0.0,65098536.0,2025-04,3,9
444,445,2025-05-06 16:47:34.301561,Headphone Wireless,Aksesoris,Denpasar,4,957911,Bank Transfer,0.05,3640061.8,2025-05,1,17
445,446,2025-01-13 16:47:34.301561,Monitor Curved,Periferal,Jakarta,4,3228807,Debit Card,0.05,12269466.6,2025-01,0,11
446,447,2025-03-07 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,3,3122775,Bank Transfer,0.05,8899908.75,2025-03,4,17
447,448,2025-01-19 16:47:34.301561,Laptop Gaming,Elektronik,Medan,3,20163515,Debit Card,0.1,54441490.5,2025-01,6,16
448,449,2025-03-31 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,4,22601748,Bank Transfer,0.1,81366292.8,2025-03,0,16
449,450,2025-03-14 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,3,7463158,E-Wallet,0.15,19031052.9,2025-03,4,13
450,451,2025-05-31 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,3,714600,Debit Card,0.0,2143800.0,2025-05,5,20
451,452,2025-05-21 16:47:34.301561,Laptop Gaming,Elektronik,Medan,1,21181422,Credit Card,0.0,21181422.0,2025-05,2,11
452,453,2025-06-25 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,1,5269070,Debit Card,0.0,5269070.0,2025-06,2,14
453,454,2025-03-24 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,3,19413359,Debit Card,0.0,58240077.0,2025-03,0,21
454,455,2025-01-26 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,4,2433901,Credit Card,0.0,9735604.0,2025-01,6,8
455,456,2025-03-07 16:47:34.301561,Laptop Gaming,Elektronik,Medan,2,22640167,Debit Card,0.0,45280334.0,2025-03,4,19
456,457,2025-02-13 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,4,5831569,E-Wallet,0.1,20993648.400000002,2025-02,3,11
457,458,2025-04-01 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,2,22322153,Bank Transfer,0.0,44644306.0,2025-04,1,12
458,459,2025-05-21 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,4,4448763,Credit Card,0.0,17795052.0,2025-05,2,15
459,460,2025-06-22 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,1,1271877,Bank Transfer,0.0,1271877.0,2025-06,6,19
460,461,2025-03-23 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,3,4256715,E-Wallet,0.0,12770145.0,2025-03,6,9
461,462,2025-02-05 16:47:34.301561,Laptop Gaming,Elektronik,Makassar,3,23468865,Credit Card,0.0,70406595.0,2025-02,2,19
462,463,2025-04-07 16:47:34.301561,Monitor Curved,Periferal,Medan,1,3526534,Bank Transfer,0.0,3526534.0,2025-04,0,12
463,464,2025-01-30 16:47:34.301561,Monitor Curved,Periferal,Jakarta,2,2824143,Bank Transfer,0.0,5648286.0,2025-01,3,13
464,465,2025-04-08 16:47:34.301561,Laptop Gaming,Elektronik,Medan,2,22346562,E-Wallet,0.05,42458467.8,2025-04,1,12
465,466,2025-01-20 16:47:34.301561,Monitor Curved,Periferal,Medan,2,5014938,Bank Transfer,0.1,9026888.4,2025-01,0,20
466,467,2025-01-07 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,1,928423,E-Wallet,0.1,835580.7000000001,2025-01,1,16
467,468,2025-03-07 16:47:34.301561,Laptop Gaming,Elektronik,Medan,2,15371616,Debit Card,0.05,29206070.4,2025-03,4,17
468,469,2025-04-07 16:47:34.301561,Monitor Curved,Periferal,Medan,1,3960155,E-Wallet,0.0,3960155.0,2025-04,0,8
469,470,2025-01-31 16:47:34.301561,Monitor Curved,Periferal,Surabaya,4,5624064,Debit Card,0.1,20246630.400000002,2025-01,4,21
470,471,2025-06-26 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,4,1075158,Credit Card,0.1,3870568.8000000003,2025-06,3,10
471,472,2025-05-15 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,1,17710527,Bank Transfer,0.0,17710527.0,2025-05,3,21
472,473,2025-05-24 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,3,16768967,E-Wallet,0.05,47791555.949999996,2025-05,5,9
473,474,2025-04-03 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,4,2268388,E-Wallet,0.0,9073552.0,2025-04,3,19
474,475,2024-12-29 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,2,1316383,Bank Transfer,0.1,2369489.4,2024-12,6,20
475,476,2025-03-07 16:47:34.301561,Smartwatch,Aksesoris,Jakarta,1,779215,Bank Transfer,0.15,662332.75,2025-03,4,10
476,477,2025-01-01 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,2,5843236,Credit Card,0.0,11686472.0,2025-01,2,17
477,478,2025-01-13 16:47:34.301561,Smartwatch,Aksesoris,Surabaya,2,773349,Credit Card,0.1,1392028.2,2025-01,0,16
478,479,2025-01-21 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,3,695807,E-Wallet,0.05,1983049.95,2025-01,1,20
479,480,2025-03-18 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,2,4960584,Credit Card,0.15,8432992.799999999,2025-03,1,21
480,481,2024-12-30 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,3,21223754,Debit Card,0.0,63671262.0,2024-12,0,16
481,482,2025-05-05 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,4,1791405,Credit Card,0.1,6449058.0,2025-05,0,17
482,483,2025-06-06 16:47:34.301561,Smartphone Terbaru,Elektronik,Denpasar,1,8615478,Credit Card,0.0,8615478.0,2025-06,4,9
483,484,2025-03-22 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,2,1816207,E-Wallet,0.0,3632414.0,2025-03,5,21
484,485,2025-05-29 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,1,3578688,Debit Card,0.0,3578688.0,2025-05,3,10
485,486,2025-05-17 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,2,19226156,Credit Card,0.15,32684465.2,2025-05,5,21
486,487,2025-06-24 16:47:34.301561,Laptop Gaming,Elektronik,Medan,1,20755892,Debit Card,0.1,18680302.8,2025-06,1,11
487,488,2025-06-09 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,2,677501,Debit Card,0.1,1219501.8,2025-06,0,16
488,489,2025-05-01 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,2,433691,Debit Card,0.1,780643.8,2025-05,3,10
489,490,2025-01-30 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,2,22337694,Bank Transfer,0.0,44675388.0,2025-01,3,20
490,491,2025-06-07 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,2,932726,Bank Transfer,0.0,1865452.0,2025-06,5,14
491,492,2025-06-25 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,2,1096184,Bank Transfer,0.0,2192368.0,2025-06,2,19
492,493,2025-06-17 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,2,1504002,Bank Transfer,0.0,3008004.0,2025-06,1,10
493,494,2025-04-08 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,2,3239968,E-Wallet,0.0,6479936.0,2025-04,1,14
494,495,2025-01-09 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,2,688963,Credit Card,0.0,1377926.0,2025-01,3,14
495,496,2025-03-05 16:47:34.301561,Monitor Curved,Periferal,Makassar,2,4592536,Bank Transfer,0.0,9185072.0,2025-03,2,16
496,497,2025-03-03 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,1,5975635,E-Wallet,0.0,5975635.0,2025-03,0,9
497,498,2025-06-07 16:47:34.301561,Laptop Gaming,Elektronik,Makassar,3,20504381,Credit Card,0.0,61513143.0,2025-06,5,20
498,499,2025-06-14 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,2,919165,Bank Transfer,0.0,1838330.0,2025-06,5,13
499,500,2025-03-12 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,3,619780,Credit Card,0.15,1580439.0,2025-03,2,16
500,501,2025-02-09 16:47:34.301561,Laptop Gaming,Elektronik,Denpasar,2,18440866,Bank Transfer,0.05,35037645.4,2025-02,6,19
501,502,2025-02-10 16:47:34.301561,Monitor Curved,Periferal,Medan,2,5878363,E-Wallet,0.15,9993217.1,2025-02,0,19
502,503,2025-01-26 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,1,1427557,Debit Card,0.0,1427557.0,2025-01,6,9
503,504,2025-05-18 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,4,2104581,Debit Card,0.0,8418324.0,2025-05,6,9
504,505,2025-01-09 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,4,1610578,Credit Card,0.05,6120196.399999999,2025-01,3,20
505,506,2025-04-02 16:47:34.301561,Monitor Curved,Periferal,Jakarta,1,3996170,E-Wallet,0.0,3996170.0,2025-04,2,21
506,507,2025-02-12 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,3,6888577,Debit Card,0.0,20665731.0,2025-02,2,12
507,508,2025-05-07 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,4,8688238,Bank Transfer,0.0,34752952.0,2025-05,2,17
508,509,2025-02-01 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,1,8485931,Debit Card,0.0,8485931.0,2025-02,5,17
509,510,2025-03-19 16:47:34.301561,Monitor Curved,Periferal,Surabaya,1,3206123,Credit Card,0.0,3206123.0,2025-03,2,19
510,511,2025-03-28 16:47:34.301561,Monitor Curved,Periferal,Medan,4,3616596,Credit Card,0.0,14466384.0,2025-03,4,17
511,512,2025-01-05 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,3,4785559,E-Wallet,0.05,13638843.149999999,2025-01,6,15
512,513,2025-03-31 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,1,708449,Credit Card,0.0,708449.0,2025-03,0,18
513,514,2025-05-31 16:47:34.301561,Monitor Curved,Periferal,Jakarta,2,5847125,Debit Card,0.0,11694250.0,2025-05,5,16
514,515,2025-03-28 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,3,833634,Debit Card,0.1,2250811.8000000003,2025-03,4,9
515,516,2025-06-08 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,3,1361339,Debit Card,0.0,4084017.0,2025-06,6,12
516,517,2025-04-22 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,4,490237,Debit Card,0.0,1960948.0,2025-04,1,21
517,518,2025-04-12 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,4,23102873,E-Wallet,0.1,83170342.8,2025-04,5,14
518,519,2025-05-12 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,2,3856047,Bank Transfer,0.0,7712094.0,2025-05,0,13
519,520,2025-02-24 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,1,19623636,Bank Transfer,0.0,19623636.0,2025-02,0,13
520,521,2025-04-21 16:47:34.301561,Laptop Gaming,Elektronik,Medan,4,22556855,E-Wallet,0.0,90227420.0,2025-04,0,14
521,522,2025-03-13 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,4,1439929,Credit Card,0.0,5759716.0,2025-03,3,10
522,523,2025-06-03 16:47:34.301561,Headphone Wireless,Aksesoris,Makassar,3,521373,Bank Transfer,0.0,1564119.0,2025-06,1,20
523,524,2025-04-27 16:47:34.301561,Laptop Gaming,Elektronik,Denpasar,4,16406368,Credit Card,0.1,59062924.800000004,2025-04,6,10
524,525,2025-06-10 16:47:34.301561,Monitor Curved,Periferal,Jakarta,4,2845474,Bank Transfer,0.0,11381896.0,2025-06,1,17
525,526,2025-01-18 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,4,8785267,Credit Card,0.0,35141068.0,2025-01,5,16
526,527,2025-06-10 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,4,771233,E-Wallet,0.0,3084932.0,2025-06,1,21
527,528,2025-05-15 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,3,1624744,Debit Card,0.0,4874232.0,2025-05,3,15
528,529,2025-04-08 16:47:34.301561,Laptop Gaming,Elektronik,Medan,2,20970226,Credit Card,0.05,39843429.4,2025-04,1,12
529,530,2025-05-29 16:47:34.301561,Headphone Wireless,Aksesoris,Medan,2,968590,Debit Card,0.0,1937180.0,2025-05,3,13
530,531,2025-06-23 16:47:34.301561,Laptop Gaming,Elektronik,Medan,1,17131018,Credit Card,0.0,17131018.0,2025-06,0,18
531,532,2025-04-06 16:47:34.301561,Headphone Wireless,Aksesoris,Denpasar,4,1453976,Credit Card,0.0,5815904.0,2025-04,6,19
532,533,2025-02-02 16:47:34.301561,Smartwatch,Aksesoris,Denpasar,3,935071,Credit Card,0.0,2805213.0,2025-02,6,17
533,534,2025-04-03 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,1,6489429,Credit Card,0.0,6489429.0,2025-04,3,8
534,535,2025-05-29 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,1,1486064,Credit Card,0.1,1337457.6,2025-05,3,17
535,536,2025-05-28 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,2,9888260,Debit Card,0.0,19776520.0,2025-05,2,19
536,537,2025-02-03 16:47:34.301561,Laptop Gaming,Elektronik,Jakarta,3,21478443,Credit Card,0.0,64435329.0,2025-02,0,8
537,538,2025-01-09 16:47:34.301561,Smartwatch,Aksesoris,Jakarta,3,794746,Debit Card,0.0,2384238.0,2025-01,3,11
538,539,2025-04-20 16:47:34.301561,Smartphone Terbaru,Elektronik,Makassar,3,8710754,E-Wallet,0.05,24825648.9,2025-04,6,9
539,540,2025-01-10 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,2,458588,Bank Transfer,0.0,917176.0,2025-01,4,18
540,541,2025-01-20 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,2,4702159,Credit Card,0.05,8934102.1,2025-01,0,14
541,542,2025-04-06 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,2,2403426,Bank Transfer,0.05,4566509.399999999,2025-04,6,9
542,543,2025-04-12 16:47:34.301561,Laptop Gaming,Elektronik,Makassar,2,23512558,Debit Card,0.1,42322604.4,2025-04,5,17
543,544,2025-01-27 16:47:34.301561,Headphone Wireless,Aksesoris,Surabaya,2,629638,E-Wallet,0.0,1259276.0,2025-01,0,9
544,545,2025-01-14 16:47:34.301561,Smartwatch,Aksesoris,Medan,4,1100517,E-Wallet,0.0,4402068.0,2025-01,1,12
545,546,2025-04-20 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,4,4153224,E-Wallet,0.1,14951606.4,2025-04,6,11
546,547,2025-02-28 16:47:34.301561,Keyboard Mekanik,Periferal,Makassar,3,438547,Bank Transfer,0.15,1118294.8499999999,2025-02,4,15
547,548,2025-03-22 16:47:34.301561,Monitor Curved,Periferal,Makassar,1,4650235,Debit Card,0.1,4185211.5,2025-03,5,11
548,549,2025-04-19 16:47:34.301561,Smartwatch,Aksesoris,Surabaya,3,2783520,Credit Card,0.0,8350560.0,2025-04,5,21
549,550,2025-03-24 16:47:34.301561,Monitor Curved,Periferal,Surabaya,1,6740039,Credit Card,0.0,6740039.0,2025-03,0,19
550,551,2025-05-18 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,2,2140534,Debit Card,0.0,4281068.0,2025-05,6,13
551,552,2025-01-16 16:47:34.301561,Keyboard Mekanik,Periferal,Denpasar,1,1704766,Bank Transfer,0.05,1619527.7,2025-01,3,12
552,553,2025-06-23 16:47:34.301561,Monitor Curved,Periferal,Medan,3,4303554,Credit Card,0.0,12910662.0,2025-06,0,18
553,554,2025-04-07 16:47:34.301561,Monitor Curved,Periferal,Denpasar,3,5398147,Debit Card,0.0,16194441.0,2025-04,0,21
554,555,2025-05-17 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,1,19020120,Credit Card,0.1,17118108.0,2025-05,5,9
555,556,2025-05-24 16:47:34.301561,Laptop Gaming,Elektronik,Makassar,4,17946862,E-Wallet,0.0,71787448.0,2025-05,5,18
556,557,2025-03-14 16:47:34.301561,Headphone Wireless,Aksesoris,Makassar,2,879365,Credit Card,0.1,1582857.0,2025-03,4,20
557,558,2025-01-06 16:47:34.301561,Laptop Gaming,Elektronik,Medan,2,19307086,Bank Transfer,0.0,38614172.0,2025-01,0,19
558,559,2025-01-25 16:47:34.301561,Headphone Wireless,Aksesoris,Denpasar,3,1339550,Debit Card,0.0,4018650.0,2025-01,5,21
559,560,2025-05-05 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,4,3627220,Bank Transfer,0.0,14508880.0,2025-05,0,15
560,561,2025-02-18 16:47:34.301561,Smartphone Terbaru,Elektronik,Jakarta,1,9169912,Debit Card,0.05,8711416.4,2025-02,1,9
561,562,2025-03-21 16:47:34.301561,Monitor Curved,Periferal,Medan,2,2443316,E-Wallet,0.0,4886632.0,2025-03,4,16
562,563,2025-04-18 16:47:34.301561,Keyboard Mekanik,Periferal,Medan,4,2374259,Debit Card,0.0,9497036.0,2025-04,4,16
563,564,2025-05-21 16:47:34.301561,Laptop Gaming,Elektronik,Medan,2,18456653,Credit Card,0.15,31376310.099999998,2025-05,2,10
564,565,2025-04-24 16:47:34.301561,Headphone Wireless,Aksesoris,Jakarta,4,775595,Credit Card,0.0,3102380.0,2025-04,3,11
565,566,2025-03-07 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,4,1865744,E-Wallet,0.0,7462976.0,2025-03,4,15
566,567,2025-04-06 16:47:34.301561,Laptop Gaming,Elektronik,Surabaya,3,16888806,Debit Card,0.0,50666418.0,2025-04,6,16
567,568,2025-05-17 16:47:34.301561,Keyboard Mekanik,Periferal,Surabaya,2,1952226,E-Wallet,0.0,3904452.0,2025-05,5,10
568,569,2025-01-22 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,1,5148091,Credit Card,0.05,4890686.45,2025-01,2,12
569,570,2025-06-26 16:47:34.301561,Smartphone Terbaru,Elektronik,Medan,3,6961676,Bank Transfer,0.0,20885028.0,2025-06,3,18
570,571,2025-04-30 16:47:34.301561,Keyboard Mekanik,Periferal,Jakarta,3,2160462,E-Wallet,0.0,6481386.0,2025-04,2,15
571,572,2025-02-19 16:47:34.301561,Smartphone Terbaru,Elektronik,Surabaya,1,5238673,Bank Transfer,0.0,5238673.0,2025-02,2,10
