temp,clouds_all,hour,is_weekend,traffic_volume
268.15,90,3,0,378
268.15,90,3,0,378
268.12,90,4,0,790
268.12,90,4,0,790
268.26,90,5,0,2526
268.25,90,6,0,5796
268.22,90,7,0,6803
268.02,90,8,0,5779
267.89,90,9,0,5318
267.89,90,9,0,5318
267.89,90,9,0,5318
268.08,90,10,0,4869
268.08,90,10,0,4869
268.55,90,11,0,4999
268.88,90,12,0,5104
269.25,90,13,0,5084
269.25,90,13,0,5084
269.13,90,14,0,5634
269.13,90,14,0,5634
269.2,90,15,0,5912
269.2,90,15,0,5912
269.2,90,16,0,6135
269.2,90,16,0,6135
269.21,90,17,0,5784
269.21,90,17,0,5784
269.16,90,18,0,4553
269.16,90,18,0,4553
269.21,90,19,0,3353
269.21,90,19,0,3353
269.35,90,20,0,2883
269.35,90,20,0,2883
269.58,90,21,0,2591
269.58,90,21,0,2591
269.58,90,21,0,2591
269.95,90,22,0,2004
269.95,90,22,0,2004
270.09,90,23,0,1113
270.09,90,23,0,1113
270.56,90,0,0,641
271.06,90,1,0,419
271.44,90,2,0,281
271.57,90,3,0,391
271.43,90,4,0,837
271.34,90,5,0,2489
270.61,90,6,0,5277
270.28,90,7,0,5631
270.17,90,8,0,5444
270.17,90,8,0,5444
269.74,75,9,0,4803
269.74,75,9,0,4803
270.01,90,10,0,4500
270.62,90,11,0,4785
270.62,90,11,0,4785
271.41,75,12,0,4800
273.0,78,13,0,5007
272.43,75,15,0,5632
271.6,90,16,0,6333
271.09,90,17,0,5831
270.9,90,18,0,4279
270.72,90,19,0,3270
270.89,90,20,0,2677
270.52,90,21,0,2458
270.52,90,21,0,2458
269.79,90,22,0,2208
269.79,90,22,0,2208
269.49,90,23,0,1244
268.92,90,0,0,737
268.41,90,1,0,436
268.41,90,1,0,436
267.99,90,2,0,318
267.99,90,2,0,318
267.65,90,3,0,386
267.65,90,3,0,386
267.56,90,4,0,739
267.56,90,4,0,739
267.56,90,4,0,739
267.56,90,5,0,2242
267.56,90,5,0,2242
267.56,90,5,0,2242
267.33,90,6,0,5014
267.33,90,6,0,5014
267.31,90,7,0,5982
267.31,90,7,0,5982
267.45,90,8,0,5315
267.45,90,8,0,5315
267.45,90,8,0,5315
267.87,90,9,0,5000
267.87,90,9,0,5000
268.39,90,10,0,4985
268.39,90,10,0,4985
268.39,90,10,0,4985
268.82,90,11,0,5409
269.6,90,13,0,5578
269.38,90,14,0,5806
268.88,75,15,0,5999
268.03,75,16,0,5968
266.72,40,17,0,5264
265.93,40,18,0,4605
265.51,20,19,0,3725
264.53,75,20,0,3058
263.41,20,21,0,2795
262.59,20,22,0,2724
262.15,20,23,0,1843
261.72,1,0,1,1227
261.17,1,1,1,741
260.86,1,2,1,531
260.44,1,3,1,407
260.19,1,4,1,394
259.74,1,5,1,651
259.47,1,6,1,1048
259.03,1,7,1,1451
259.03,1,8,1,2100
259.7,1,9,1,3111
261.21,1,10,1,3705
262.57,1,11,1,4164
263.75,1,12,1,4300
264.69,1,13,1,4350
265.51,1,14,1,4243
265.33,1,15,1,4332
264.82,1,16,1,4678
263.43,20,17,1,4384
262.44,20,18,1,3631
261.62,20,19,1,3132
261.31,1,20,1,2694
260.44,1,21,1,2567
260.69,1,22,1,2451
260.4,20,23,1,1693
259.94,1,0,1,1063
259.69,1,1,1,685
259.65,20,2,1,577
260.24,20,4,1,261
260.74,20,5,1,401
261.5,20,6,1,660
261.4,40,7,1,895
261.57,75,8,1,1417
262.99,75,9,1,2288
265.29,40,10,1,2955
266.89,75,11,1,3397
268.2,75,12,1,3324
269.17,20,13,1,3459
269.53,1,14,1,3292
269.42,1,15,1,3838
268.86,1,16,1,4039
267.86,1,17,1,3474
266.61,1,18,1,3071
265.76,1,19,1,2537
265.15,1,20,1,2254
265.33,1,21,1,2099
265.03,1,22,1,1847
265.09,20,23,1,1198
264.77,90,0,0,664
264.46,90,1,0,401
263.76,90,2,0,330
262.6,90,3,0,250
261.78,40,4,0,430
261.31,75,5,0,998
260.84,75,6,0,1940
260.5,75,7,0,2440
260.01,75,8,0,2174
260.84,75,9,0,2521
262.0,75,10,0,3008
262.38,1,11,0,3559
263.87,90,12,0,3997
264.61,90,13,0,3821
265.41,75,14,0,4048
265.47,75,15,0,4032
265.46,75,16,0,3759
264.76,75,17,0,3099
264.15,75,18,0,2536
263.81,75,19,0,1972
263.32,75,20,0,2212
263.53,75,21,0,2463
263.78,75,22,0,2240
264.12,75,23,0,1542
264.4,90,0,0,803
264.52,90,1,0,575
264.42,90,2,0,352
264.31,90,3,0,191
264.31,90,4,0,125
263.91,90,5,0,208
263.69,90,6,0,432
263.45,90,7,0,478
263.45,90,7,0,478
263.34,90,8,0,642
263.2,90,9,0,1138
263.26,75,10,0,1787
264.03,40,11,0,2314
264.21,75,12,0,2549
264.12,20,13,0,2724
264.11,1,14,0,2739
263.75,1,15,0,2788
263.25,1,16,0,2938
260.79,1,17,0,2934
260.51,1,18,0,2944
259.68,1,19,0,2941
259.57,1,20,0,2795
258.82,1,21,0,2370
258.45,1,22,0,1758
258.23,1,23,0,1079
257.72,1,0,0,539
256.97,1,1,0,285
256.22,1,2,0,252
255.9,1,3,0,275
255.5,1,4,0,558
254.9,1,5,0,1880
254.58,1,6,0,3922
254.35,1,7,0,4087
253.87,20,8,0,3745
254.84,20,9,0,3577
255.85,20,10,0,3708
256.4,1,11,0,4209
258.1,89,12,0,4422
258.93,1,13,0,4699
259.3,1,14,0,4935
259.35,1,15,0,5203
259.97,40,16,0,5489
258.92,20,17,0,5036
258.0,40,18,0,3838
257.95,20,19,0,2796
257.46,75,20,0,2327
257.49,75,21,0,2010
256.9,90,22,0,1856
256.78,75,23,0,1139
255.83,36,0,0,686
256.27,75,1,0,418
256.57,75,2,0,301
257.12,75,3,0,303
257.32,90,4,0,625
257.57,90,5,0,2085
257.83,90,6,0,4313
258.29,90,7,0,4795
258.39,90,8,0,4285
258.89,90,9,0,4181
259.1,75,10,0,4177
260.67,1,11,0,4434
262.73,40,12,0,4791
263.81,20,13,0,4920
264.36,40,14,0,5212
264.62,40,15,0,5352
264.17,1,16,0,5652
262.86,1,17,0,4654
261.69,1,18,0,3629
260.96,1,19,0,2651
260.58,1,20,0,2387
260.84,40,21,0,2134
260.79,75,22,0,1971
259.53,40,23,0,1182
259.38,20,0,0,652
258.28,40,1,0,452
258.34,40,2,0,346
258.94,75,3,0,394
259.06,75,4,0,633
259.49,75,5,0,1887
259.92,90,6,0,3913
259.95,75,7,0,4353
259.81,75,8,0,3848
260.36,92,9,0,3860
261.91,75,10,0,3795
263.55,75,11,0,4471
265.78,90,13,0,4860
266.14,90,14,0,5262
265.93,90,15,0,5372
265.93,90,15,0,5372
266.16,90,16,0,5441
266.16,90,16,0,5441
265.97,90,17,0,4760
265.97,90,17,0,4760
265.98,90,18,0,4134
265.98,90,18,0,4134
265.92,90,19,0,3138
265.92,90,19,0,3138
265.92,90,20,0,2637
265.92,90,20,0,2637
265.92,90,21,0,2614
265.92,90,21,0,2614
265.82,90,22,0,2335
265.82,90,22,0,2335
265.73,90,23,0,1646
265.73,90,23,0,1646
265.62,90,0,1,1003
265.62,90,0,1,1003
265.56,90,1,1,670
265.56,90,1,1,670
265.27,90,2,1,503
265.27,90,2,1,503
265.52,90,3,1,357
265.52,90,3,1,357
265.62,90,4,1,399
265.62,90,4,1,399
265.51,90,5,1,619
265.51,90,5,1,619
265.32,90,6,1,1018
265.14,90,7,1,1280
265.14,90,7,1,1280
265.19,90,8,1,1774
265.19,90,8,1,1774
265.51,90,9,1,2565
265.51,90,9,1,2565
265.87,90,10,1,3055
265.87,90,10,1,3055
266.68,90,11,1,3583
266.68,90,11,1,3583
267.81,75,12,1,3910
268.27,90,13,1,4093
268.58,90,14,1,4240
268.58,90,14,1,4240
268.34,75,15,1,4325
268.34,75,15,1,4325
267.87,75,16,1,4357
267.87,75,16,1,4357
266.72,75,17,1,4522
265.6,75,18,1,4732
264.56,90,19,1,2859
264.56,90,19,1,2859
263.63,40,20,1,2647
263.63,40,20,1,2647
262.73,20,21,1,2429
262.73,20,21,1,2429
263.07,40,22,1,2657
262.89,20,23,1,2419
263.44,75,0,1,1195
264.45,90,1,1,752
264.76,90,2,1,586
264.99,90,3,1,356
264.7,90,4,1,270
264.52,90,5,1,415
264.32,90,6,1,651
262.28,90,8,1,1337
262.28,90,8,1,1337
261.01,17,9,1,1997
262.18,90,10,1,2930
262.18,90,10,1,2930
262.87,90,11,1,3508
262.87,90,11,1,3508
263.38,40,12,1,3951
263.38,40,12,1,3951
264.0,40,13,1,4644
264.0,40,13,1,4644
264.19,40,14,1,4524
263.87,40,15,1,3717
263.11,90,16,1,3206
262.31,90,17,1,2933
260.83,40,18,1,2615
259.91,1,19,1,3059
259.01,1,20,1,2277
258.18,1,21,1,1880
257.63,1,22,1,1717
256.69,1,23,1,1126
258.7,20,1,0,374
258.7,20,2,0,341
255.57,1,3,0,295
255.72,75,4,0,483
256.1,75,5,0,1421
256.05,20,6,0,3092
256.05,20,6,0,3092
255.79,20,7,0,3733
255.91,20,8,0,3382
255.91,20,8,0,3382
257.54,20,9,0,3453
259.77,20,10,0,3540
262.14,40,11,0,4234
263.98,75,12,0,4737
265.56,75,13,0,4599
266.65,75,14,0,4836
267.01,90,15,0,4976
267.21,1,16,0,4965
266.07,1,17,0,4419
265.18,75,18,0,3707
265.69,75,19,0,3294
266.18,40,20,0,2888
265.2,40,21,0,2588
264.58,40,22,0,2293
264.72,20,23,0,1596
263.49,58,0,0,1439
263.78,40,1,0,1502
264.16,75,2,0,933
263.95,90,3,0,576
263.65,90,4,0,372
262.4,40,5,0,419
261.42,20,6,0,640
260.66,1,7,0,745
260.29,20,8,0,939
260.19,20,9,0,1243
260.19,1,10,0,1747
260.49,20,11,0,2291
261.1,20,12,0,2588
261.55,20,13,0,2927
261.65,20,14,0,3012
261.54,1,15,0,3121
260.53,20,16,0,2864
259.17,20,17,0,2606
258.5,1,18,0,2298
257.39,1,19,0,2154
256.66,1,20,0,1732
255.99,1,21,0,1589
255.13,1,22,0,1235
254.48,1,23,0,845
254.39,1,0,0,437
253.89,1,1,0,295
252.98,1,2,0,243
252.58,1,3,0,293
252.14,1,4,0,717
250.7,1,5,0,2353
250.32,1,6,0,5366
251.1,1,7,0,5829
251.87,20,8,0,5110
252.84,40,9,0,4417
255.38,20,10,0,3892
257.41,75,11,0,4100
259.46,90,12,0,4383
260.62,90,13,0,4370
261.13,90,14,0,4661
261.61,90,15,0,4836
261.61,90,15,0,4836
262.18,90,16,0,5597
262.18,90,16,0,5597
262.54,90,17,0,5191
262.54,90,17,0,5191
263.31,90,18,0,3756
264.13,90,19,0,2687
264.62,90,20,0,2240
265.29,90,21,0,1828
265.81,90,22,0,1424
266.1,90,23,0,952
258.79,63,1,0,349
258.79,63,2,0,276
258.79,63,4,0,729
258.79,63,5,0,2383
258.79,63,6,0,5390
262.53,99,7,0,6431
263.93,90,9,0,4768
263.93,90,9,0,4768
263.93,90,9,0,4768
263.95,90,10,0,4002
263.95,90,10,0,4002
264.2,90,11,0,4280
264.2,90,11,0,4280
264.81,90,12,0,4540
264.81,90,12,0,4540
264.97,90,13,0,4729
264.97,90,13,0,4729
264.97,90,13,0,4729
265.22,90,14,0,4944
265.22,90,14,0,4944
265.22,90,14,0,4944
265.33,90,15,0,5297
265.33,90,15,0,5297
265.16,90,16,0,6142
265.16,90,16,0,6142
265.16,90,17,0,5782
265.37,90,18,0,4129
265.37,90,18,0,4129
265.47,90,19,0,2925
265.47,90,19,0,2925
265.72,90,20,0,2453
265.72,90,20,0,2453
265.72,90,20,0,2453
266.09,90,21,0,2046
266.09,90,21,0,2046
266.09,90,21,0,2046
266.41,90,22,0,1550
266.41,90,22,0,1550
266.41,90,22,0,1550
266.78,90,23,0,1079
266.78,90,23,0,1079
266.78,90,23,0,1079
266.34,90,0,0,604
266.34,90,0,0,604
265.93,90,1,0,353
265.52,90,2,0,301
265.52,90,2,0,301
264.85,90,3,0,326
264.85,90,3,0,326
264.49,90,4,0,675
263.6,90,5,0,2195
263.02,90,6,0,5263
263.02,90,6,0,5263
262.46,90,7,0,6380
261.8,90,8,0,5761
261.9,90,9,0,4844
261.9,90,9,0,4844
261.6,90,10,0,4327
261.6,90,10,0,4327
261.71,90,11,0,4787
261.71,90,11,0,4787
262.11,40,12,0,4880
262.42,1,13,0,5026
262.6,1,14,0,5315
262.94,1,15,0,5636
262.68,1,16,0,6256
261.88,1,17,0,5900
261.23,1,18,0,4353
260.92,1,19,0,3135
261.49,1,20,0,2674
262.26,1,21,0,2463
262.82,1,22,0,2064
263.44,1,23,0,1517
265.69,1,4,1,375
265.69,1,5,1,652
265.37,1,7,1,1597
265.43,1,8,1,2339
266.29,1,9,1,3177
267.41,1,10,1,3482
269.0,1,11,1,3813
270.17,1,12,1,4406
270.98,1,13,1,4191
271.33,1,14,1,4296
271.56,1,15,1,4387
270.7,20,16,1,4273
269.17,20,17,1,4230
267.38,20,18,1,3781
265.82,20,19,1,2342
264.49,1,20,1,1933
264.15,1,21,1,1873
263.87,20,22,1,2502
262.42,1,23,1,1602
262.36,1,0,1,951
261.78,1,1,1,608
261.8,1,2,1,507
262.03,1,3,1,318
261.09,1,4,1,256
260.21,1,5,1,406
260.71,1,6,1,709
260.78,1,7,1,927
260.68,1,8,1,1478
261.36,20,9,1,2304
263.85,1,10,1,2897
263.85,1,10,1,2897
265.12,1,11,1,3190
265.12,1,11,1,3190
266.49,1,12,1,3441
267.71,20,13,1,3840
268.3,20,14,1,4074
268.5,40,15,1,4037
267.89,40,16,1,3969
267.16,1,17,1,3762
265.97,75,18,1,3062
265.9,75,19,1,2512
265.09,75,20,1,2087
264.78,75,21,1,1669
264.78,75,21,1,1669
265.04,75,22,1,1384
265.04,75,22,1,1384
265.34,90,23,1,853
265.05,90,0,0,442
264.53,40,1,0,312
264.07,1,2,0,248
263.91,40,3,0,278
264.24,75,4,0,754
263.69,75,5,0,2398
262.3,20,6,0,5522
261.6,20,7,0,6681
260.79,1,8,0,5839
261.94,1,9,0,4709
263.58,1,10,0,4131
264.96,1,11,0,4294
265.93,20,12,0,4410
266.71,20,13,0,4642
267.16,20,14,0,5105
267.15,20,15,0,5494
266.48,40,16,0,6231
265.22,40,17,0,5717
264.06,20,18,0,4169
263.44,20,19,0,2752
263.13,20,20,0,2229
263.08,20,21,0,1894
263.88,75,22,0,1440
264.49,40,23,0,961
265.41,75,0,0,489
267.04,90,1,0,333
268.77,90,2,0,230
269.8,75,3,0,314
270.68,75,4,0,758
270.84,40,5,0,2432
270.74,40,6,0,5674
270.32,75,7,0,6771
270.22,75,8,0,6094
270.27,75,9,0,4964
271.43,75,10,0,4357
272.0,75,11,0,4432
273.05,75,12,0,4589
274.18,40,13,0,4858
274.38,40,16,0,6486
273.44,40,17,0,6271
272.23,40,18,0,4677
271.79,40,19,0,2805
270.98,20,20,0,2528
270.4,40,21,0,2278
269.75,75,22,0,1733
269.43,75,23,0,945
268.26,20,0,0,531
266.67,40,1,0,357
265.93,40,2,0,271
263.93,1,4,0,773
263.93,1,4,0,773
263.85,20,5,0,2456
264.88,75,7,0,6852
266.57,75,8,0,6234
268.3,75,9,0,5061
269.84,75,10,0,4243
271.42,75,11,0,4677
272.58,75,12,0,4753
273.13,75,13,0,4780
273.56,75,14,0,5217
273.86,90,15,0,5447
273.67,90,16,0,6394
273.51,90,17,0,6139
273.49,90,18,0,4465
273.12,90,19,0,2952
271.48,98,20,0,2603
272.65,20,3,0,314
273.65,1,4,0,754
272.95,1,12,0,4902
272.08,20,17,0,5886
270.58,20,18,0,4322
268.38,20,19,0,2857
269.07,1,20,0,2474
269.44,1,21,0,2365
269.45,1,23,0,1070
270.06,1,0,0,557
270.51,1,1,0,334
270.64,1,2,0,308
270.86,75,3,0,322
271.38,75,4,0,723
272.13,1,5,0,2367
272.52,1,6,0,5163
272.52,20,7,0,6029
272.79,20,8,0,5751
273.38,20,9,0,4847
274.88,40,10,0,4367
275.86,75,11,0,4786
276.89,75,13,0,4885
276.89,90,14,0,5387
276.29,90,17,0,5668
276.29,90,17,0,5668
276.29,90,17,0,5668
276.29,90,17,0,5668
274.92,90,18,0,4476
274.92,90,18,0,4476
274.05,90,19,0,3433
274.05,90,19,0,3433
274.05,90,19,0,3433
273.93,90,20,0,2711
273.93,90,20,0,2711
273.93,90,21,0,2511
273.93,90,21,0,2511
273.93,90,21,0,2511
274.05,90,22,0,2143
274.05,90,22,0,2143
274.18,90,23,0,1629
274.18,90,23,0,1629
274.18,90,23,0,1629
274.67,90,0,1,1043
274.67,90,0,1,1043
274.67,90,0,1,1043
274.67,90,1,1,682
274.67,90,1,1,682
274.67,90,2,1,518
274.67,90,3,1,353
274.67,90,4,1,382
274.8,90,5,1,644
274.8,90,5,1,644
274.8,90,6,1,1142
274.8,90,6,1,1142
274.8,90,6,1,1142
274.67,90,7,1,1696
274.67,90,7,1,1696
274.8,90,8,1,2624
275.05,90,9,1,3377
275.29,90,10,1,3600
275.54,90,11,1,4017
275.54,90,11,1,4017
275.54,90,11,1,4017
275.66,90,12,1,4538
275.66,90,12,1,4538
275.66,90,12,1,4538
275.79,90,13,1,4556
275.79,90,13,1,4556
275.92,90,14,1,4547
275.92,90,14,1,4547
275.66,90,15,1,4557
275.66,90,15,1,4557
275.66,90,15,1,4557
275.67,90,16,1,4338
275.67,90,16,1,4338
275.93,90,17,1,4170
275.93,90,17,1,4170
275.93,90,17,1,4170
276.05,90,18,1,3789
276.05,90,18,1,3789
276.05,90,18,1,3789
276.31,90,19,1,2627
276.31,90,19,1,2627
276.68,90,20,1,2352
276.68,90,20,1,2352
276.68,90,20,1,2352
276.93,90,21,1,2304
276.93,90,21,1,2304
276.93,90,21,1,2304
277.31,90,22,1,2101
277.31,90,22,1,2101
277.31,90,22,1,2101
277.21,90,23,1,1807
276.2,90,0,1,1049
274.35,90,1,1,681
274.35,90,1,1,681
268.44,90,3,1,306
267.57,90,4,1,199
266.2,90,5,1,422
265.06,90,6,1,686
264.83,90,7,1,951
263.83,90,8,1,1444
263.07,75,10,1,2983
263.07,75,10,1,2983
263.07,40,11,1,3498
262.93,75,13,1,3907
262.31,90,14,1,3644
261.32,75,16,1,3687
260.58,90,17,1,3400
259.94,40,19,1,2363
259.08,75,20,1,1943
258.71,75,21,1,1718
258.45,20,22,1,1274
257.83,20,23,1,785
257.7,20,0,0,429
257.19,20,1,0,265
256.95,1,2,0,222
256.83,1,3,0,281
256.7,20,4,0,735
256.58,90,5,0,2368
256.34,90,6,0,5427
256.34,90,7,0,6579
256.2,75,8,0,5908
256.42,75,9,0,4673
256.82,90,10,0,3943
256.82,90,10,0,3943
257.68,90,11,0,4217
257.68,90,11,0,4217
258.59,75,12,0,4509
258.59,75,12,0,4509
259.07,90,13,0,4532
259.07,90,13,0,4532
259.56,90,14,0,5170
259.6,90,15,0,5554
259.6,90,15,0,5554
259.45,90,16,0,6414
259.45,90,16,0,6414
259.1,90,17,0,5964
258.83,90,18,0,4203
258.51,75,19,0,2859
258.42,40,20,0,2298
258.22,20,21,0,2065
257.97,1,22,0,1347
257.97,1,23,0,909
257.93,1,0,0,487
257.93,1,1,0,325
257.72,1,2,0,246
257.67,1,3,0,289
257.57,1,4,0,731
257.77,1,5,0,2432
257.79,20,6,0,5434
257.75,90,7,0,5916
257.66,75,8,0,6179
258.65,20,10,0,4189
259.57,40,11,0,4497
261.3,40,13,0,4884
261.68,20,14,0,5136
261.78,20,15,0,5627
261.39,1,16,0,6493
260.82,20,17,0,5739
260.76,20,18,0,4491
260.66,75,19,0,3043
260.71,75,20,0,2828
260.66,75,21,0,2331
260.66,20,22,0,1433
260.5,1,23,0,989
261.2,1,0,0,498
261.36,1,1,0,330
262.03,1,2,0,249
261.26,1,4,0,792
260.99,1,5,0,2408
260.5,1,6,0,4987
260.08,1,7,0,5709
260.94,20,8,0,5751
262.93,20,9,0,5303
264.57,1,10,0,4333
266.42,1,11,0,4623
268.51,1,12,0,4849
269.74,1,13,0,4984
270.59,1,14,0,5354
271.15,20,15,0,5700
271.2,20,16,0,6465
270.29,1,17,0,6019
269.28,1,18,0,4425
268.85,1,19,0,3188
268.95,1,20,0,2807
268.8,1,21,0,3090
268.71,0,22,0,2171
268.71,0,0,0,542
266.25,59,1,0,339
266.25,59,2,0,279
266.25,59,3,0,299
266.25,59,4,0,761
266.25,59,5,0,2502
266.25,59,6,0,5611
271.5,90,7,0,6857
271.5,90,7,0,6857
272.11,90,8,0,5912
273.0,90,9,0,4952
274.1,90,10,0,4205
274.78,90,11,0,4662
274.07,90,12,0,4929
272.73,90,13,0,4897
271.74,90,14,0,5268
271.74,90,14,0,5268
270.98,90,15,0,5873
270.58,90,16,0,6490
269.63,20,17,0,6488
267.73,1,18,0,4582
266.83,1,19,0,3243
265.75,1,20,0,2761
264.32,1,21,0,2646
263.51,1,22,0,1787
262.34,1,23,0,1147
261.36,1,0,0,602
260.74,20,1,0,355
260.58,75,2,0,301
260.32,90,3,0,345
260.0,75,4,0,712
259.77,75,5,0,2316
258.94,75,6,0,5157
258.52,20,7,0,6439
258.78,20,8,0,5727
259.76,90,9,0,5023
260.17,90,10,0,4367
261.02,90,11,0,4813
261.02,90,11,0,4813
264.55,20,13,0,5398
265.22,20,14,0,5474
265.34,1,15,0,5953
265.31,1,16,0,6514
264.4,20,17,0,5927
263.1,20,18,0,4792
263.15,40,19,0,3503
263.21,90,20,0,2799
264.02,90,21,0,2669
264.01,90,22,0,2311
264.4,90,23,0,1659
264.61,90,0,1,1021
264.75,90,1,1,696
264.86,90,2,1,535
264.86,90,2,1,535
265.37,90,3,1,353
265.78,90,4,1,361
266.24,90,5,1,687
267.11,90,6,1,1111
267.98,90,7,1,1702
269.02,90,8,1,2595
271.02,75,9,1,3346
272.74,75,10,1,3550
275.16,40,11,1,4096
276.72,40,12,1,4803
277.1,75,13,1,4906
277.28,75,14,1,4973
276.74,75,15,1,4791
276.08,75,16,1,4837
275.27,40,17,1,4825
274.02,20,18,1,4530
273.53,20,19,1,3076
273.0,20,20,1,2532
271.8,40,22,1,3096
271.42,40,23,1,3125
270.86,90,1,1,784
270.53,90,2,1,577
271.27,90,4,1,246
271.35,90,5,1,419
270.47,75,7,1,946
270.65,90,8,1,1513
272.92,90,9,1,2132
274.57,75,10,1,2796
269.27,86,12,1,3632
270.92,58,13,1,4028
270.92,58,14,1,3795
266.49,40,16,1,3695
263.98,75,17,1,3455
260.61,75,18,1,3075
258.95,40,20,1,2073
257.81,90,21,1,3219
257.21,90,22,1,2215
256.54,20,23,1,1031
255.63,20,1,0,331
255.49,40,2,0,270
255.33,40,3,0,310
255.2,75,4,0,667
254.69,75,5,0,1978
254.69,75,6,0,4018
254.7,90,7,0,4397
254.7,90,8,0,3731
256.15,75,10,0,3339
256.92,90,11,0,3551
259.07,90,13,0,4048
259.26,75,14,0,4252
259.27,90,15,0,4483
259.04,90,16,0,4561
258.69,90,17,0,4420
258.69,90,17,0,4420
257.66,90,19,0,2545
256.44,20,20,0,2058
255.58,20,21,0,1790
254.83,20,22,0,1303
253.51,1,23,0,859
250.63,42,1,0,275
250.63,42,2,0,185
248.14,25,4,0,719
248.14,25,4,0,719
248.14,25,5,0,2424
248.14,25,5,0,2424
249.46,40,7,0,6256
249.33,75,8,0,5693
250.44,40,10,0,4031
250.69,40,11,0,4176
251.56,40,12,0,4551
252.22,75,13,0,4747
252.94,20,15,0,5459
252.81,40,16,0,6331
252.18,20,17,0,6111
251.69,20,19,0,2774
251.58,1,20,0,2593
251.45,1,21,0,3209
251.33,1,22,0,2538
247.16,11,1,0,346
247.16,11,2,0,248
246.47,13,3,0,312
246.47,13,4,0,737
246.47,13,5,0,2486
248.75,1,6,0,5307
248.48,1,7,0,6391
248.48,20,8,0,6106
249.91,20,9,0,5394
250.79,20,10,0,4303
251.67,40,11,0,4481
253.57,75,12,0,4779
254.2,75,13,0,4682
255.04,75,14,0,5212
255.63,75,15,0,5633
255.46,90,16,0,6606
255.58,90,17,0,6303
255.5,90,18,0,4584
255.85,90,19,0,3062
255.99,90,20,0,2727
256.96,90,22,0,2484
257.41,90,23,0,1150
258.44,90,1,0,289
258.7,90,2,0,254
259.3,90,4,0,746
259.3,90,4,0,746
259.46,90,5,0,2449
259.46,90,5,0,2449
259.98,90,7,0,6870
259.98,90,7,0,6870
260.08,90,8,0,6256
260.08,90,8,0,6256
260.08,90,8,0,6256
261.76,90,10,0,4286
263.3,40,11,0,4438
263.35,75,13,0,4731
262.26,75,14,0,5258
259.62,40,16,0,6661
257.89,40,17,0,5891
255.77,1,19,0,3156
254.96,1,20,0,2843
253.97,1,21,0,2521
253.46,1,22,0,1887
252.83,1,23,0,1172
252.07,1,0,0,590
251.56,20,1,0,376
251.56,90,2,0,283
251.45,90,4,0,683
251.32,90,5,0,2384
251.56,90,6,0,5269
251.8,90,7,0,6593
252.44,90,8,0,5829
254.65,90,10,0,4463
255.65,90,11,0,4911
257.86,90,13,0,5206
258.52,90,14,0,5546
259.97,90,16,0,6456
260.22,75,17,0,6142
260.46,90,19,0,3633
260.64,90,20,0,3033
261.56,90,22,0,2439
262.18,90,23,0,1690
262.69,90,1,1,669
262.98,90,2,1,584
263.79,90,4,1,385
264.15,90,5,1,658
264.79,90,7,1,2052
264.85,90,8,1,2755
265.05,75,10,1,3991
264.25,40,12,1,4947
257.14,1,1,1,937
256.96,40,2,1,686
256.12,20,5,1,462
255.95,40,7,1,1153
256.34,75,8,1,1839
260.21,75,10,1,3245
262.2,90,11,1,3616
265.54,75,13,1,3813
266.54,75,14,1,3124
267.41,90,16,1,2529
267.41,90,17,1,2347
267.71,90,19,1,1596
267.98,90,20,1,1408
268.25,90,22,1,1030
268.26,90,23,1,692
268.32,75,0,0,383
268.49,90,1,0,273
268.6,40,2,0,261
268.53,20,3,0,334
269.6,90,5,0,2474
269.94,90,6,0,5198
271.13,90,8,0,5565
272.07,90,9,0,4410
273.13,90,11,0,4033
273.37,90,12,0,4368
272.85,90,14,0,4799
272.85,90,14,0,4799
272.85,90,14,0,4799
272.71,90,17,0,5708
272.71,90,17,0,5708
272.55,90,20,0,2460
272.55,90,20,0,2460
272.55,90,20,0,2460
272.37,91,0,0,434
273.05,90,1,0,370
273.15,90,2,0,243
272.59,98,3,0,340
272.94,90,5,0,2608
272.94,90,5,0,2608
272.94,90,6,0,5646
272.94,90,7,0,6945
273.04,90,8,0,6060
273.56,90,9,0,5100
273.82,90,10,0,4389
274.12,90,11,0,4462
274.48,90,12,0,4739
274.8,90,13,0,4683
274.74,90,14,0,5061
274.69,90,15,0,5693
273.98,90,16,0,6617
273.58,90,17,0,6139
273.02,90,18,0,4679
272.24,90,19,0,3121
271.42,90,20,0,2686
271.22,90,21,0,2734
271.12,90,22,0,3839
270.76,90,23,0,1242
270.15,90,0,0,605
269.49,90,1,0,389
268.82,90,2,0,261
268.49,40,3,0,337
268.58,20,4,0,747
268.66,75,5,0,2533
267.15,90,6,0,5348
260.0,100,8,0,5330
260.59,100,9,0,5410
260.59,100,10,0,4403
260.59,100,11,0,4543
261.53,100,13,0,4962
261.53,100,14,0,5303
258.75,99,15,0,5679
258.75,99,16,0,6485
258.75,99,17,0,6312
254.84,98,18,0,4334
254.84,98,19,0,3059
254.84,98,20,0,2787
253.77,99,21,0,2545
253.77,99,22,0,2040
253.77,99,23,0,1130
252.77,100,0,0,627
252.77,100,1,0,378
252.77,100,2,0,291
250.91,100,3,0,347
250.91,100,4,0,638
250.91,100,5,0,2337
249.91,100,6,0,5110
249.91,100,7,0,6681
249.91,100,8,0,5948
252.13,99,9,0,4996
252.13,99,10,0,4461
252.13,99,11,0,4929
253.33,85,12,0,5246
253.33,85,13,0,5201
